X,Y,T
-0.44179,51.5366,0.0
-0.20021,51.4524,0.0
-0.07761,51.366,0.0
-0.20021,51.4524,0.0
-0.44179,51.5366,0.0
-0.44179,51.5366,0.0
-0.07761,51.366,0.0
-0.20021,51.4524,0.0
-0.44179,51.5366,0.0
-0.07308,51.4659,0.0
-0.20021,51.4524,0.0
-0.20021,51.4524,0.0
-0.07761,51.366,0.0
-0.07761,51.366,0.0
-0.20021,51.4524,0.0
-0.07761,51.366,0.0
-0.37855,51.4624,0.0
-0.44179,51.5366,0.0
-0.10989,51.5455,0.0
0.235368,51.5652,0.0
-0.10989,51.5455,0.0
-0.07308,51.4659,0.0
-0.3141,51.5244,0.0
-0.10989,51.5455,0.0
-0.33598,51.5947,0.0
-0.16291,51.543,0.0
-0.08144,51.6489,0.0
-0.20021,51.4524,0.0
-0.33598,51.5947,0.0
-0.08144,51.6489,0.0
-0.33598,51.5947,0.0
-0.10989,51.5455,0.0
-0.20021,51.4524,0.0
-0.10989,51.5455,0.0
0.039246,51.3727,0.0
-0.10989,51.5455,0.0
0.039246,51.3727,0.0
0.235368,51.5652,0.0
-0.3141,51.5244,0.0
-0.3141,51.5244,0.0
-0.37855,51.4624,0.0
0.235368,51.5652,0.0
-0.37855,51.4624,0.0
-0.37855,51.4624,0.0
-0.07308,51.4659,0.0
-0.37855,51.4624,0.0
0.235368,51.5652,0.0
-0.07308,51.4659,0.0
-0.3141,51.5244,0.0
-0.07308,51.4659,0.0
-0.3141,51.5244,0.0
-0.10989,51.5455,0.0
-0.16291,51.543,0.0
-0.07308,51.4659,0.0
-0.10989,51.5455,0.0
-0.10989,51.5455,0.0
-0.10989,51.5455,0.0
-0.1067,51.5877,0.0
-0.07308,51.4659,0.0
-0.11385,51.4645,0.0
-0.17226,51.3576,0.0
-0.06045,51.5549,0.0
-0.03647,51.5155,0.0
-0.21819,51.6111,0.0
-0.06045,51.5549,0.0
-0.15295,51.5122,0.0
0.070085,51.5859,0.0
-0.06045,51.5549,0.0
-0.18868,51.4106,0.0
-0.18868,51.4106,0.0
-0.18868,51.4106,0.0
-0.06045,51.5549,0.0
-0.06045,51.5549,0.0
0.070085,51.5859,0.0
-0.17226,51.3576,0.0
-0.21819,51.6111,0.0
-0.21819,51.6111,0.0
-0.06045,51.5549,0.0
-0.27568,51.5644,0.0
-0.01734,51.4423,0.0
-0.21819,51.6111,0.0
-0.01734,51.4423,0.0
-0.0188,51.5946,0.0
-0.15295,51.5122,0.0
-0.01734,51.4423,0.0
-0.0188,51.5946,0.0
-0.21819,51.6111,0.0
-0.06045,51.5549,0.0
-0.03647,51.5155,0.0
-0.03647,51.5155,0.0
-0.06045,51.5549,0.0
-0.03647,51.5155,0.0
-0.06045,51.5549,0.0
-0.17226,51.3576,0.0
-0.06045,51.5549,0.0
0.070085,51.5859,0.0
-0.01734,51.4423,0.0
-0.21819,51.6111,0.0
-0.06045,51.5549,0.0
-0.03647,51.5155,0.0
-0.15295,51.5122,0.0
0.027261,51.5315,0.0
0.129479,51.5456,0.0
-0.06045,51.5549,0.0
-0.03647,51.5155,0.0
-0.06045,51.5549,0.0
-0.06045,51.5549,0.0
-0.06045,51.5549,0.0
-0.15295,51.5122,0.0
-0.06045,51.5549,0.0
0.027261,51.5315,0.0
-0.09351,51.5156,0.0
0.027261,51.5315,0.0
0.027261,51.5315,0.0
-0.06045,51.5549,0.0
-0.06045,51.5549,0.0
-0.06045,51.5549,0.0
-0.06045,51.5549,0.0
0.070085,51.5859,0.0
-0.06045,51.5549,0.0
-0.18868,51.4106,0.0
-0.21819,51.6111,0.0
-0.15295,51.5122,0.0
-0.03647,51.5155,0.0
-0.06045,51.5549,0.0
-0.18868,51.4106,0.0
-0.06045,51.5549,0.0
-0.06045,51.5549,0.0
-0.06045,51.5549,0.0
-0.06045,51.5549,0.0
-0.03647,51.5155,0.0
-0.21819,51.6111,0.0
0.027261,51.5315,0.0
0.027261,51.5315,0.0
-0.06045,51.5549,0.0
-0.21819,51.6111,0.0
-0.21819,51.6111,0.0
-0.11385,51.4645,0.0
-0.06045,51.5549,0.0
-0.17226,51.3576,0.0
-0.06045,51.5549,0.0
-0.21735,51.4873,0.0
-0.0188,51.5946,0.0
-0.11385,51.4645,0.0
-0.11385,51.4645,0.0
-0.06045,51.5549,0.0
-0.06045,51.5549,0.0
-0.11385,51.4645,0.0
-0.1067,51.5877,0.0
0.146212,51.4582,0.0
0.146212,51.4582,0.0
-0.15295,51.5122,0.0
0.146212,51.4582,0.0
-0.1067,51.5877,0.0
0.070085,51.5859,0.0
-0.17226,51.3576,0.0
-0.11385,51.4645,0.0
-0.11385,51.4645,0.0
-0.06045,51.5549,0.0
-0.1067,51.5877,0.0
-0.11385,51.4645,0.0
-0.27568,51.5644,0.0
-0.27568,51.5644,0.0
-0.11385,51.4645,0.0
-0.0188,51.5946,0.0
-0.21735,51.4873,0.0
-0.07761,51.366,0.0
-0.21819,51.6111,0.0
-0.01734,51.4423,0.0
-0.21735,51.4873,0.0
0.146212,51.4582,0.0
-0.15295,51.5122,0.0
-0.01734,51.4423,0.0
-0.3141,51.5244,1.0
-0.3141,51.5244,1.0
-0.06045,51.5549,1.0
-0.03647,51.5155,1.0
-0.06045,51.5549,1.0
-0.06045,51.5549,1.0
-0.1067,51.5877,1.0
0.050093,51.4639,1.0
-0.03647,51.5155,1.0
-0.06045,51.5549,1.0
-0.20021,51.4524,1.0
-0.07308,51.4659,1.0
-0.44179,51.5366,1.0
-0.33598,51.5947,1.0
-0.06045,51.5549,1.0
-0.06045,51.5549,1.0
-0.06045,51.5549,1.0
-0.06045,51.5549,1.0
-0.06045,51.5549,1.0
-0.20021,51.4524,1.0
0.050093,51.4639,1.0
0.050093,51.4639,1.0
-0.44179,51.5366,1.0
-0.06045,51.5549,1.0
-0.44179,51.5366,1.0
-0.33598,51.5947,1.0
-0.06045,51.5549,1.0
0.050093,51.4639,1.0
-0.06045,51.5549,1.0
-0.20021,51.4524,1.0
-0.06045,51.5549,1.0
-0.17226,51.3576,1.0
-0.17226,51.3576,1.0
-0.07761,51.366,1.0
-0.06045,51.5549,1.0
-0.06045,51.5549,1.0
-0.08144,51.6489,1.0
-0.06045,51.5549,1.0
-0.44179,51.5366,1.0
-0.07308,51.4659,1.0
-0.44179,51.5366,1.0
-0.06045,51.5549,1.0
-0.06045,51.5549,1.0
-0.21735,51.4873,1.0
-0.44179,51.5366,1.0
-0.44179,51.5366,1.0
-0.07308,51.4659,1.0
-0.0188,51.5946,1.0
-0.1067,51.5877,1.0
-0.44179,51.5366,1.0
-0.06045,51.5549,1.0
-0.44179,51.5366,1.0
-0.0188,51.5946,1.0
-0.1067,51.5877,1.0
-0.06045,51.5549,1.0
-0.06045,51.5549,1.0
-0.21735,51.4873,1.0
-0.06045,51.5549,1.0
-0.33598,51.5947,1.0
-0.06045,51.5549,1.0
-0.3141,51.5244,1.0
-0.33598,51.5947,1.0
-0.33598,51.5947,1.0
-0.33598,51.5947,1.0
-0.21735,51.4873,1.0
-0.21735,51.4873,1.0
-0.06045,51.5549,1.0
-0.08144,51.6489,1.0
-0.06045,51.5549,1.0
-0.33598,51.5947,1.0
-0.21735,51.4873,1.0
-0.06045,51.5549,1.0
-0.08144,51.6489,1.0
-0.33598,51.5947,1.0
-0.33598,51.5947,1.0
-0.06045,51.5549,1.0
-0.20021,51.4524,1.0
-0.06045,51.5549,1.0
-0.21735,51.4873,1.0
-0.33598,51.5947,1.0
-0.21735,51.4873,1.0
0.050093,51.4639,1.0
-0.3141,51.5244,1.0
-0.3141,51.5244,1.0
-0.06045,51.5549,1.0
-0.06045,51.5549,1.0
-0.07308,51.4659,1.0
-0.3141,51.5244,1.0
-0.1067,51.5877,1.0
-0.3141,51.5244,1.0
-0.33598,51.5947,1.0
-0.3141,51.5244,1.0
-0.1067,51.5877,1.0
-0.07308,51.4659,1.0
-0.0188,51.5946,1.0
-0.06045,51.5549,1.0
-0.06045,51.5549,1.0
-0.07308,51.4659,1.0
-0.3141,51.5244,1.0
-0.1067,51.5877,1.0
-0.33598,51.5947,1.0
-0.06045,51.5549,1.0
-0.06045,51.5549,1.0
-0.06045,51.5549,1.0
-0.1067,51.5877,1.0
0.235368,51.5652,1.0
-0.06045,51.5549,1.0
-0.33598,51.5947,1.0
0.235368,51.5652,1.0
0.050093,51.4639,1.0
-0.06045,51.5549,1.0
0.235368,51.5652,1.0
-0.06045,51.5549,1.0
-0.33598,51.5947,1.0
-0.37855,51.4624,1.0
-0.07761,51.366,1.0
-0.15295,51.5122,1.0
-0.11385,51.4645,1.0
-0.28914,51.4403,1.0
-0.27568,51.5644,1.0
-0.27568,51.5644,1.0
-0.28914,51.4403,1.0
-0.15295,51.5122,1.0
-0.27568,51.5644,1.0
-0.27568,51.5644,1.0
-0.27568,51.5644,1.0
-0.15295,51.5122,1.0
-0.11385,51.4645,1.0
-0.27568,51.5644,1.0
-0.27568,51.5644,1.0
0.070085,51.5859,1.0
-0.11385,51.4645,1.0
0.146212,51.4582,1.0
0.146212,51.4582,1.0
0.070085,51.5859,1.0
0.146212,51.4582,1.0
0.146212,51.4582,1.0
-0.01734,51.4423,1.0
0.146212,51.4582,1.0
-0.27568,51.5644,1.0
-0.01734,51.4423,1.0
-0.15295,51.5122,1.0
-0.11385,51.4645,1.0
-0.18978,51.4964,1.0
0.039246,51.3727,1.0
-0.18978,51.4964,1.0
-0.20021,51.4524,1.0
-0.18978,51.4964,1.0
0.039246,51.3727,1.0
0.039246,51.3727,1.0
0.039246,51.3727,1.0
-0.07308,51.4659,1.0
-0.18978,51.4964,1.0
-0.28367,51.393,1.0
-0.07308,51.4659,1.0
0.039246,51.3727,1.0
-0.28367,51.393,1.0
-0.20021,51.4524,1.0
-0.28367,51.393,1.0
-0.28367,51.393,1.0
-0.11385,51.4645,1.0
-0.11385,51.4645,1.0
-0.11385,51.4645,1.0
-0.27568,51.5644,1.0
-0.11385,51.4645,1.0
-0.07308,51.4659,1.0
-0.44179,51.5366,1.0
0.146212,51.4582,1.0
0.146212,51.4582,1.0
-0.01734,51.4423,1.0
-0.18868,51.4106,1.0
-0.18868,51.4106,1.0
-0.18868,51.4106,1.0
-0.21819,51.6111,1.0
-0.21819,51.6111,1.0
0.027261,51.5315,1.0
-0.21819,51.6111,1.0
-0.21819,51.6111,1.0
0.027261,51.5315,1.0
-0.15295,51.5122,1.0
0.070085,51.5859,1.0
0.129479,51.5456,1.0
0.129479,51.5456,1.0
0.027261,51.5315,1.0
0.027261,51.5315,1.0
0.129479,51.5456,1.0
0.027261,51.5315,1.0
0.129479,51.5456,1.0
0.027261,51.5315,1.0
0.027261,51.5315,1.0
0.027261,51.5315,1.0
-0.09351,51.5156,1.0
-0.09351,51.5156,1.0
-0.18868,51.4106,1.0
-0.21819,51.6111,1.0
-0.18868,51.4106,1.0
-0.18868,51.4106,1.0
0.070085,51.5859,1.0
-0.01734,51.4423,1.0
-0.21819,51.6111,1.0
-0.01734,51.4423,1.0
-0.01734,51.4423,1.0
-0.15295,51.5122,1.0
-0.21819,51.6111,1.0
-0.01734,51.4423,1.0
-0.21819,51.6111,1.0
-0.01734,51.4423,1.0
-0.21819,51.6111,1.0
-0.18978,51.4964,1.0
-0.01734,51.4423,1.0
-0.18868,51.4106,1.0
-0.21819,51.6111,1.0
-0.21819,51.6111,1.0
0.070085,51.5859,1.0
-0.21819,51.6111,1.0
-0.21819,51.6111,1.0
0.070085,51.5859,1.0
-0.21819,51.6111,1.0
0.070085,51.5859,1.0
-0.21819,51.6111,1.0
-0.18868,51.4106,1.0
-0.18868,51.4106,1.0
-0.18978,51.4964,1.0
-0.06045,51.5549,1.0
0.039246,51.3727,1.0
-0.07761,51.366,1.0
-0.16291,51.543,1.0
-0.20021,51.4524,1.0
-0.07761,51.366,1.0
-0.07761,51.366,1.0
-0.07761,51.366,1.0
-0.20021,51.4524,1.0
-0.20021,51.4524,1.0
-0.07761,51.366,1.0
-0.16291,51.543,1.0
-0.07308,51.4659,1.0
-0.10989,51.5455,1.0
-0.10989,51.5455,1.0
-0.37855,51.4624,1.0
-0.20021,51.4524,1.0
-0.07308,51.4659,1.0
-0.37855,51.4624,1.0
-0.07761,51.366,1.0
-0.37855,51.4624,1.0
-0.16291,51.543,1.0
-0.37855,51.4624,1.0
-0.16291,51.543,1.0
-0.07761,51.366,1.0
-0.37855,51.4624,1.0
-0.37855,51.4624,1.0
-0.07761,51.366,1.0
-0.07308,51.4659,1.0
-0.37855,51.4624,1.0
-0.37855,51.4624,1.0
-0.37855,51.4624,1.0
-0.07761,51.366,1.0
-0.18978,51.4964,1.0
-0.16291,51.543,1.0
-0.07308,51.4659,1.0
-0.07761,51.366,1.0
-0.37855,51.4624,1.0
-0.37855,51.4624,1.0
-0.07761,51.366,1.0
-0.07761,51.366,1.0
-0.07308,51.4659,1.0
-0.10989,51.5455,1.0
-0.16291,51.543,1.0
-0.20021,51.4524,1.0
-0.37855,51.4624,1.0
-0.10989,51.5455,1.0
-0.07308,51.4659,1.0
-0.10989,51.5455,1.0
0.039246,51.3727,1.0
-0.07761,51.366,1.0
-0.07308,51.4659,1.0
-0.07761,51.366,1.0
-0.07761,51.366,1.0
-0.07761,51.366,1.0
-0.07308,51.4659,1.0
-0.10989,51.5455,1.0
-0.37855,51.4624,1.0
-0.10989,51.5455,1.0
-0.07308,51.4659,1.0
-0.18978,51.4964,1.0
0.039246,51.3727,1.0
-0.18978,51.4964,1.0
-0.20021,51.4524,1.0
-0.18978,51.4964,1.0
-0.16291,51.543,1.0
-0.16291,51.543,1.0
-0.20021,51.4524,1.0
-0.44179,51.5366,2.0
0.027261,51.5315,2.0
0.027261,51.5315,2.0
-0.44179,51.5366,2.0
0.027261,51.5315,2.0
-0.44179,51.5366,2.0
-0.01734,51.4423,2.0
-0.44179,51.5366,2.0
-0.01734,51.4423,2.0
-0.17226,51.3576,2.0
-0.44179,51.5366,2.0
0.027261,51.5315,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
-0.44179,51.5366,2.0
-0.01734,51.4423,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
0.027261,51.5315,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
0.070085,51.5859,2.0
-0.06045,51.5549,2.0
0.027261,51.5315,2.0
-0.44179,51.5366,2.0
-0.21735,51.4873,2.0
-0.06045,51.5549,2.0
-0.18868,51.4106,2.0
0.027261,51.5315,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
-0.44179,51.5366,2.0
-0.18868,51.4106,2.0
-0.18868,51.4106,2.0
-0.18868,51.4106,2.0
0.070085,51.5859,2.0
-0.18868,51.4106,2.0
-0.37855,51.4624,2.0
-0.07308,51.4659,2.0
-0.18868,51.4106,2.0
-0.18868,51.4106,2.0
-0.18868,51.4106,2.0
-0.03647,51.5155,2.0
0.027261,51.5315,2.0
-0.03647,51.5155,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
0.235368,51.5652,2.0
-0.01734,51.4423,2.0
-0.10989,51.5455,2.0
-0.07308,51.4659,2.0
-0.33598,51.5947,2.0
-0.28367,51.393,2.0
-0.33598,51.5947,2.0
-0.33598,51.5947,2.0
-0.07308,51.4659,2.0
-0.11385,51.4645,2.0
-0.07308,51.4659,2.0
-0.33598,51.5947,2.0
-0.1067,51.5877,2.0
-0.07308,51.4659,2.0
-0.10989,51.5455,2.0
-0.33598,51.5947,2.0
-0.33598,51.5947,2.0
-0.33598,51.5947,2.0
-0.11385,51.4645,2.0
-0.11385,51.4645,2.0
-0.33598,51.5947,2.0
-0.1067,51.5877,2.0
-0.33598,51.5947,2.0
-0.33598,51.5947,2.0
-0.33598,51.5947,2.0
-0.33598,51.5947,2.0
-0.10989,51.5455,2.0
-0.18978,51.4964,2.0
-0.33598,51.5947,2.0
-0.33598,51.5947,2.0
-0.10989,51.5455,2.0
-0.18978,51.4964,2.0
-0.28367,51.393,2.0
-0.07308,51.4659,2.0
-0.28367,51.393,2.0
-0.33598,51.5947,2.0
-0.33598,51.5947,2.0
-0.28367,51.393,2.0
-0.33598,51.5947,2.0
-0.28367,51.393,2.0
-0.33598,51.5947,2.0
-0.07308,51.4659,2.0
-0.18978,51.4964,2.0
-0.21735,51.4873,2.0
-0.33598,51.5947,2.0
-0.28914,51.4403,2.0
-0.21735,51.4873,2.0
-0.21735,51.4873,2.0
-0.11385,51.4645,2.0
0.070085,51.5859,2.0
0.235368,51.5652,2.0
-0.01734,51.4423,2.0
-0.17226,51.3576,2.0
-0.01734,51.4423,2.0
-0.10989,51.5455,2.0
0.070085,51.5859,2.0
-0.37855,51.4624,2.0
0.235368,51.5652,2.0
0.235368,51.5652,2.0
0.070085,51.5859,2.0
-0.01734,51.4423,2.0
0.235368,51.5652,2.0
-0.21735,51.4873,2.0
-0.17226,51.3576,2.0
-0.21735,51.4873,2.0
-0.28914,51.4403,2.0
0.070085,51.5859,2.0
-0.1067,51.5877,2.0
-0.11385,51.4645,2.0
-0.11385,51.4645,2.0
-0.11385,51.4645,2.0
-0.33598,51.5947,2.0
0.235368,51.5652,2.0
-0.11385,51.4645,2.0
0.235368,51.5652,2.0
-0.11385,51.4645,2.0
-0.07308,51.4659,2.0
-0.10989,51.5455,2.0
-0.11385,51.4645,2.0
-0.11385,51.4645,2.0
-0.11385,51.4645,2.0
-0.1067,51.5877,2.0
-0.07308,51.4659,2.0
-0.28914,51.4403,2.0
0.070085,51.5859,2.0
-0.11385,51.4645,2.0
-0.1067,51.5877,2.0
-0.11385,51.4645,2.0
-0.03647,51.5155,2.0
-0.07761,51.366,2.0
-0.27568,51.5644,2.0
0.050093,51.4639,2.0
-0.27568,51.5644,2.0
0.050093,51.4639,2.0
0.050093,51.4639,2.0
0.050093,51.4639,2.0
0.050093,51.4639,2.0
-0.15295,51.5122,2.0
-0.27568,51.5644,2.0
-0.07761,51.366,2.0
-0.27568,51.5644,2.0
-0.27568,51.5644,2.0
-0.27568,51.5644,2.0
-0.27568,51.5644,2.0
-0.08144,51.6489,2.0
-0.20021,51.4524,2.0
-0.08144,51.6489,2.0
-0.08144,51.6489,2.0
-0.27568,51.5644,2.0
0.039246,51.3727,2.0
-0.27568,51.5644,2.0
-0.27568,51.5644,2.0
0.050093,51.4639,2.0
-0.27568,51.5644,2.0
0.146212,51.4582,2.0
0.146212,51.4582,2.0
0.146212,51.4582,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
-0.15295,51.5122,2.0
-0.15295,51.5122,2.0
-0.06045,51.5549,2.0
-0.27568,51.5644,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
-0.27568,51.5644,2.0
-0.27568,51.5644,2.0
0.050093,51.4639,2.0
0.050093,51.4639,2.0
-0.15295,51.5122,2.0
0.050093,51.4639,2.0
-0.0188,51.5946,2.0
-0.06045,51.5549,2.0
-0.08144,51.6489,2.0
-0.08144,51.6489,2.0
-0.07761,51.366,2.0
-0.07761,51.366,2.0
-0.3141,51.5244,2.0
-0.07761,51.366,2.0
-0.20021,51.4524,2.0
-0.3141,51.5244,2.0
-0.07761,51.366,2.0
-0.07761,51.366,2.0
-0.07761,51.366,2.0
-0.07761,51.366,2.0
-0.07761,51.366,2.0
-0.07761,51.366,2.0
-0.20021,51.4524,2.0
-0.20021,51.4524,2.0
-0.3141,51.5244,2.0
-0.3141,51.5244,2.0
-0.20021,51.4524,2.0
-0.07761,51.366,2.0
-0.07761,51.366,2.0
-0.07761,51.366,2.0
-0.07761,51.366,2.0
-0.07761,51.366,2.0
-0.20021,51.4524,2.0
-0.3141,51.5244,2.0
0.039246,51.3727,2.0
-0.20021,51.4524,2.0
-0.20021,51.4524,2.0
-0.20021,51.4524,2.0
-0.20021,51.4524,2.0
0.039246,51.3727,2.0
-0.08144,51.6489,2.0
-0.08144,51.6489,2.0
-0.08144,51.6489,2.0
-0.3141,51.5244,2.0
0.039246,51.3727,2.0
0.039246,51.3727,2.0
-0.20021,51.4524,2.0
-0.16291,51.543,2.0
-0.3141,51.5244,2.0
-0.16291,51.543,2.0
-0.16291,51.543,2.0
-0.16291,51.543,2.0
-0.16291,51.543,2.0
-0.20021,51.4524,2.0
-0.20021,51.4524,2.0
0.039246,51.3727,2.0
-0.0188,51.5946,2.0
-0.27568,51.5644,2.0
-0.3141,51.5244,2.0
-0.06045,51.5549,2.0
-0.15295,51.5122,2.0
-0.15295,51.5122,2.0
-0.15295,51.5122,2.0
0.129479,51.5456,2.0
-0.21819,51.6111,2.0
0.129479,51.5456,2.0
0.129479,51.5456,2.0
-0.03647,51.5155,2.0
-0.21819,51.6111,2.0
-0.21819,51.6111,2.0
-0.06045,51.5549,2.0
0.129479,51.5456,2.0
-0.03647,51.5155,2.0
-0.06045,51.5549,2.0
-0.15295,51.5122,2.0
-0.06045,51.5549,2.0
-0.21819,51.6111,2.0
-0.21819,51.6111,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
-0.15295,51.5122,2.0
-0.15295,51.5122,2.0
-0.15295,51.5122,2.0
-0.06045,51.5549,2.0
-0.21819,51.6111,2.0
-0.15295,51.5122,2.0
-0.06045,51.5549,2.0
-0.21819,51.6111,2.0
-0.21819,51.6111,2.0
0.129479,51.5456,2.0
-0.21819,51.6111,2.0
-0.03647,51.5155,2.0
-0.15295,51.5122,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
-0.06045,51.5549,2.0
-0.09351,51.5156,2.0
-0.15295,51.5122,2.0
0.129479,51.5456,2.0
-0.06045,51.5549,2.0
-0.07761,51.366,3.0
-0.10989,51.5455,3.0
0.070085,51.5859,3.0
-0.44179,51.5366,3.0
0.039246,51.3727,3.0
-0.18868,51.4106,3.0
0.070085,51.5859,3.0
-0.09351,51.5156,3.0
-0.18978,51.4964,3.0
-0.10989,51.5455,3.0
0.070085,51.5859,3.0
-0.16291,51.543,3.0
0.039246,51.3727,3.0
-0.21819,51.6111,3.0
0.039246,51.3727,3.0
-0.21819,51.6111,3.0
-0.10989,51.5455,3.0
0.039246,51.3727,3.0
-0.21819,51.6111,3.0
-0.21819,51.6111,3.0
0.039246,51.3727,3.0
-0.18978,51.4964,3.0
-0.44179,51.5366,3.0
-0.18978,51.4964,3.0
0.039246,51.3727,3.0
0.039246,51.3727,3.0
-0.18868,51.4106,3.0
-0.44179,51.5366,3.0
-0.20021,51.4524,3.0
-0.18868,51.4106,3.0
-0.18978,51.4964,3.0
0.129479,51.5456,3.0
0.129479,51.5456,3.0
-0.37855,51.4624,3.0
-0.37855,51.4624,3.0
-0.37855,51.4624,3.0
0.027261,51.5315,3.0
-0.20021,51.4524,3.0
0.027261,51.5315,3.0
0.070085,51.5859,3.0
-0.37855,51.4624,3.0
0.070085,51.5859,3.0
-0.20021,51.4524,3.0
0.027261,51.5315,3.0
-0.07761,51.366,3.0
-0.37855,51.4624,3.0
-0.37855,51.4624,3.0
-0.20021,51.4524,3.0
-0.07761,51.366,3.0
-0.06045,51.5549,3.0
-0.07761,51.366,3.0
0.129479,51.5456,3.0
-0.07761,51.366,3.0
-0.18868,51.4106,3.0
-0.18868,51.4106,3.0
-0.07761,51.366,3.0
-0.16291,51.543,3.0
-0.20021,51.4524,3.0
-0.16291,51.543,3.0
-0.10989,51.5455,3.0
-0.16291,51.543,3.0
-0.16291,51.543,3.0
-0.21819,51.6111,3.0
-0.21819,51.6111,3.0
-0.37855,51.4624,3.0
-0.07308,51.4659,3.0
-0.18868,51.4106,3.0
-0.44179,51.5366,3.0
0.070085,51.5859,3.0
-0.28367,51.393,3.0
-0.15295,51.5122,3.0
-0.27568,51.5644,3.0
-0.27568,51.5644,3.0
-0.01734,51.4423,3.0
-0.01734,51.4423,3.0
-0.01734,51.4423,3.0
-0.11385,51.4645,3.0
-0.27568,51.5644,3.0
-0.27568,51.5644,3.0
-0.27568,51.5644,3.0
-0.27568,51.5644,3.0
-0.01734,51.4423,3.0
-0.15295,51.5122,3.0
-0.11385,51.4645,3.0
-0.11385,51.4645,3.0
-0.11385,51.4645,3.0
-0.27568,51.5644,3.0
-0.27568,51.5644,3.0
-0.11385,51.4645,3.0
-0.15295,51.5122,3.0
-0.11385,51.4645,3.0
-0.11385,51.4645,3.0
-0.01734,51.4423,3.0
0.146212,51.4582,3.0
-0.01734,51.4423,3.0
-0.01734,51.4423,3.0
-0.15295,51.5122,3.0
