X,Y,T
-11.7383,7.9647,435
-11.8,8.7,436
-11.0224,8.7055,436
-11.7383,7.9647,436
-11.1903,7.8769,436
-12.7833,8.7667,436
-13.2333,8.4833,437
-11.7383,7.9647,437
-11.0224,8.7055,437
-12.505,7.5264,438
-11.1903,7.8769,438
-13.2333,8.4833,438
-12.4317,8.159,439
-11.7383,7.9647,439
-10.573,8.2789,439
-13.2333,8.4833,439
-13.2333,8.4,440
-12.505,7.5264,440
-11.7383,7.9647,440
-13.2333,8.4833,440
-12.4317,8.159,441
-11.7181,7.3506,441
-11.7383,7.9647,441
-13.2333,8.4833,441
-11.7383,7.9647,442
-12.4317,8.159,442
-13.2333,8.4833,442
-11.7181,7.3506,442
-11.75,9.05,443
-11.5,9.3333,443
-11.7383,7.9647,443
-13.2333,8.4833,443
-11.1903,7.8769,444
-13.2333,8.4833,444
-13.2333,8.4,444
-13.2333,8.4,445
-13.2333,8.4833,445
-11.7383,7.9647,446
-11.7181,7.3506,446
-12.505,7.5264,446
-12.505,7.5264,447
-11.75,9.05,447
-11.7181,7.3506,447
-12.4317,8.159,448
-11.7181,7.3506,448
-13.2333,8.4833,448
-13.2333,8.4833,449
-11.75,9.05,449
-12.4317,8.159,449
-11.7383,7.9647,450
-11.1903,7.8769,450
-12.4317,8.159,451
-13.2333,8.4833,451
-11.7181,7.3506,451
-11.7181,7.3506,452
-13.2333,8.4,452
-13.2333,8.4833,452
-11.7383,7.9647,452
-11.7181,7.3506,453
-13.2333,8.4833,453
-13.2333,8.4,453
-13.2333,8.4833,454
-11.7383,7.9647,455
-11.7383,7.9647,456
-11.1903,7.8769,456
-12.4317,8.159,456
-11.1903,7.8769,457
-13.2333,8.4833,457
-10.573,8.2789,457
-13.2333,8.4833,458
-11.7383,7.9647,458
-13.2333,8.4,458
-11.1903,7.8769,458
-11.7383,7.9647,459
-12.4317,8.159,459
-11.7181,7.3506,459
-13.2333,8.4833,459
-11.1903,7.8769,459
-11.75,9.05,459
-12.7833,8.7667,460
-13.2333,8.4833,460
-11.0224,8.7055,460
-11.7383,7.9647,460
-11.1903,7.8769,460
-10.573,8.2789,460
-13.2333,8.4833,461
-11.1903,7.8769,461
-12.4317,8.159,461
-10.573,8.2789,461
-11.7383,7.9647,461
-11.75,9.05,461
-11.0224,8.7055,461
-12.9182,9.125,462
-13.2333,8.4,462
-10.573,8.2789,462
-11.75,9.05,462
-13.2333,8.4833,462
-13.2333,8.4833,463
-11.75,9.05,463
-12.7833,8.7667,464
-13.2333,8.4833,464
-11.1903,7.8769,464
-11.75,9.05,464
-11.7181,7.3506,465
-11.8,8.7,465
-11.0224,8.7055,465
-13.2333,8.4,465
-13.2333,8.4833,465
-11.7383,7.9647,465
-12.7833,8.7667,465
-11.75,9.05,465
-13.2333,8.4833,466
-11.5,9.3333,466
-11.0224,8.7055,466
-12.7833,8.7667,466
-11.75,9.05,466
-11.7181,7.3506,466
-11.1903,7.8769,466
-11.7181,7.3506,467
-11.0224,8.7055,467
-11.5,9.3333,467
-12.7833,8.7667,467
-12.7833,8.7667,468
-11.7383,7.9647,468
-11.0224,8.7055,468
-13.2333,8.4833,469
-12.7833,8.7667,469
-12.9182,9.125,470
-11.1903,7.8769,470
-12.7833,8.7667,470
-13.2333,8.4833,470
-12.4317,8.159,470
-11.7181,7.3506,471
-12.7833,8.7667,471
-13.2333,8.4833,471
-12.9182,9.125,471
-12.9182,9.125,472
-11.1903,7.8769,472
-13.2333,8.4,472
-13.2333,8.4833,472
-12.4317,8.159,472
-12.4317,8.159,473
-13.2333,8.4833,473
-12.9182,9.125,473
-11.75,9.05,473
-13.2333,8.4833,474
-11.7383,7.9647,474
-13.2333,8.4,474
-11.75,9.05,474
-12.4317,8.159,474
-13.2333,8.4833,475
-13.2333,8.4,475
-12.4317,8.159,475
-12.7833,8.7667,475
-13.2333,8.4833,476
-11.75,9.05,476
-12.4317,8.159,476
-11.1903,7.8769,477
-11.7383,7.9647,477
-13.2333,8.4,477
-13.2333,8.4,478
-11.7383,7.9647,478
-13.2333,8.4,479
